packet_size,inter_arrival_time,packet_rate,connection_duration,failed_logins,label
501,0.038,109,15,0,normal
549,0.035,146,19,0,normal
1506,0.642,947,3,11,attack
528,0.049,107,19,0,normal
492,0.031,119,22,0,normal
524,0.014,110,24,0,normal
1487,0.686,950,2,8,attack
536,0.014,110,17,1,normal
512,0.049,120,23,0,normal
1670,0.428,979,3,9,attack
483,0.025,106,24,0,normal
1771,0.558,925,2,14,attack
1751,0.696,814,4,9,attack
492,0.02,102,18,0,normal
509,0.026,137,19,0,normal
1455,0.426,994,3,6,attack
530,0.021,147,17,0,normal
1692,0.531,920,2,11,attack
1723,0.567,854,2,10,attack
515,0.032,107,19,0,normal
481,0.023,129,16,0,normal
496,0.012,126,18,0,normal
1764,0.425,897,2,12,attack
535,0.036,102,21,0,normal
522,0.048,135,16,0,normal
523,0.032,137,24,0,normal
1408,0.489,975,4,12,attack
492,0.03,127,19,0,normal
492,0.025,148,22,0,normal
498,0.029,117,15,0,normal
488,0.041,141,24,0,normal
493,0.019,103,24,0,normal
539,0.017,104,17,0,normal
1612,0.608,962,2,9,attack
500,0.036,128,23,0,normal
486,0.028,118,15,0,normal
508,0.011,135,19,0,normal
500,0.023,123,18,0,normal
522,0.018,124,20,0,normal
534,0.019,134,21,0,normal
528,0.029,143,15,0,normal
493,0.028,137,16,0,normal
520,0.014,148,19,0,normal
492,0.021,125,24,0,normal
543,0.021,144,17,0,normal
492,0.032,105,18,0,normal
537,0.017,143,23,0,normal
1440,0.609,986,3,11,attack
484,0.023,128,18,0,normal
533,0.035,130,19,0,normal
1658,0.414,870,1,5,attack
1618,0.509,901,3,12,attack
546,0.045,103,19,0,normal
539,0.014,120,18,0,normal
542,0.042,145,16,0,normal
539,0.042,135,20,0,normal
547,0.042,101,24,0,normal
547,0.046,138,22,0,normal
482,0.043,118,19,0,normal
504,0.02,101,19,1,normal
515,0.041,121,17,0,normal
511,0.013,121,21,0,normal
1442,0.552,856,2,8,attack
549,0.048,112,17,0,normal
541,0.026,124,20,0,normal
544,0.019,133,20,0,normal
526,0.026,110,21,0,normal
482,0.015,103,23,0,normal
489,0.04,139,22,0,normal
487,0.025,146,24,0,normal
1666,0.431,833,3,5,attack
501,0.036,118,23,0,normal
484,0.043,128,24,0,normal
1465,0.459,892,3,8,attack
492,0.03,111,18,0,normal
530,0.037,124,19,0,normal
1462,0.594,955,3,10,attack
528,0.012,111,22,0,normal
539,0.036,139,19,0,normal
549,0.015,114,20,0,normal
491,0.037,145,21,0,normal
543,0.02,145,20,0,normal
518,0.031,113,18,0,normal
1468,0.685,952,2,10,attack
1575,0.559,933,2,10,attack
492,0.05,122,19,0,normal
1492,0.414,848,2,6,attack
501,0.023,140,18,0,normal
538,0.024,101,24,0,normal
498,0.027,143,23,0,normal
495,0.029,138,15,1,normal
531,0.048,139,19,0,normal
517,0.022,131,19,0,normal
528,0.042,104,24,0,normal
1630,0.539,832,2,7,attack
495,0.014,138,20,1,normal
489,0.039,131,18,0,normal
1704,0.479,973,1,9,attack
495,0.035,119,24,0,normal
498,0.012,145,15,0,normal
1777,0.609,998,1,12,attack
486,0.043,107,17,0,normal
548,0.034,103,16,0,normal
1626,0.547,869,3,10,attack
1783,0.696,902,1,12,attack
542,0.039,140,15,0,normal
535,0.041,146,17,0,normal
536,0.011,113,15,0,normal
496,0.045,129,21,0,normal
522,0.024,102,16,0,normal
1761,0.569,944,2,12,attack
533,0.022,120,20,0,normal
1440,0.614,841,3,8,attack
516,0.032,136,23,0,normal
1657,0.594,864,2,11,attack
493,0.038,141,22,0,normal
1481,0.499,864,3,7,attack
537,0.045,127,17,0,normal
508,0.02,128,15,0,normal
1578,0.413,896,3,8,attack
540,0.036,146,20,0,normal
489,0.017,121,18,0,normal
512,0.014,147,24,0,normal
1432,0.679,867,3,13,attack
544,0.045,147,19,0,normal
523,0.019,132,23,0,normal
539,0.023,128,21,0,normal
1548,0.416,992,2,8,attack
539,0.037,112,15,0,normal
483,0.029,114,22,0,normal
524,0.041,138,19,0,normal
1538,0.637,899,3,14,attack
518,0.048,149,19,0,normal
1481,0.687,887,1,12,attack
502,0.049,109,18,0,normal
497,0.018,143,15,0,normal
537,0.014,122,20,0,normal
518,0.049,102,20,0,normal
1768,0.423,867,2,7,attack
521,0.015,102,21,0,normal
549,0.036,122,18,0,normal
491,0.012,126,18,0,normal
494,0.019,112,23,0,normal
496,0.018,132,20,0,normal
536,0.013,141,24,0,normal
525,0.017,141,18,0,normal
494,0.04,133,15,0,normal
541,0.025,132,23,0,normal
505,0.021,132,15,0,normal
1404,0.417,955,4,13,attack
1545,0.519,893,1,14,attack
502,0.041,135,24,0,normal
482,0.018,111,19,0,normal
508,0.015,116,17,0,normal
486,0.013,105,21,0,normal
533,0.033,136,19,0,normal
1583,0.504,978,3,13,attack
509,0.049,124,23,0,normal
539,0.015,145,23,0,normal
517,0.032,117,21,0,normal
481,0.038,123,24,0,normal
1631,0.594,913,2,10,attack
518,0.034,126,20,0,normal
501,0.021,113,19,0,normal
1533,0.595,921,1,13,attack
1501,0.623,957,4,9,attack
480,0.039,142,22,0,normal
503,0.028,125,16,0,normal
485,0.014,127,16,0,normal
480,0.049,130,16,0,normal
545,0.027,126,23,0,normal
486,0.045,121,19,0,normal
530,0.043,114,18,0,normal
1493,0.651,899,4,14,attack
543,0.039,129,23,0,normal
530,0.032,129,15,0,normal
499,0.04,130,18,0,normal
480,0.041,109,19,0,normal
491,0.046,131,20,0,normal
1756,0.689,930,3,5,attack
530,0.024,108,17,0,normal
490,0.024,147,18,0,normal
495,0.043,145,19,0,normal
1416,0.655,824,4,11,attack
521,0.029,126,22,0,normal
490,0.034,128,15,0,normal
496,0.015,125,24,0,normal
1694,0.632,810,1,7,attack
489,0.015,147,18,0,normal
542,0.04,125,23,0,normal
522,0.027,131,17,0,normal
1606,0.567,877,3,11,attack
512,0.045,137,19,0,normal
523,0.028,125,21,0,normal
1695,0.636,866,4,5,attack
545,0.024,106,21,0,normal
507,0.011,124,18,0,normal
514,0.029,124,24,0,normal
487,0.013,145,17,0,normal
539,0.039,115,15,0,normal
523,0.028,106,15,0,normal
490,0.014,104,20,0,normal
533,0.047,134,20,0,normal
539,0.026,136,21,0,normal
515,0.01,146,16,0,normal
488,0.041,123,17,0,normal
518,0.016,131,16,0,normal
1673,0.438,934,3,10,attack
536,0.034,149,24,0,normal
514,0.036,147,18,1,normal
508,0.037,102,23,0,normal
520,0.031,122,18,0,normal
497,0.01,149,20,0,normal
487,0.037,123,22,0,normal
500,0.024,136,15,0,normal
495,0.035,100,15,0,normal
512,0.048,127,22,0,normal
542,0.019,107,22,0,normal
1641,0.494,939,4,9,attack
515,0.034,102,19,0,normal
506,0.046,130,17,0,normal
530,0.039,110,17,0,normal
483,0.017,138,18,1,normal
485,0.018,143,20,0,normal
511,0.042,118,22,0,normal
504,0.028,120,17,0,normal
1417,0.566,882,3,13,attack
1713,0.414,821,1,10,attack
541,0.044,110,21,0,normal
1509,0.596,843,4,9,attack
521,0.039,118,22,0,normal
495,0.035,116,18,0,normal
1500,0.432,817,2,6,attack
515,0.02,119,19,0,normal
512,0.026,142,18,0,normal
494,0.048,134,24,0,normal
1419,0.469,808,3,10,attack
537,0.014,114,20,0,normal
542,0.016,147,21,0,normal
522,0.018,111,23,0,normal
517,0.044,115,18,0,normal
544,0.012,143,23,0,normal
1549,0.695,973,2,11,attack
504,0.032,109,22,0,normal
494,0.048,136,15,0,normal
539,0.043,110,20,0,normal
481,0.014,111,16,0,normal
497,0.013,139,24,0,normal
1481,0.603,866,1,8,attack
496,0.049,149,24,0,normal
547,0.027,105,16,0,normal
1591,0.58,981,2,13,attack
535,0.012,127,16,0,normal
1684,0.587,814,4,14,attack
1562,0.522,878,4,8,attack
493,0.03,138,17,0,normal
507,0.024,100,18,0,normal
533,0.049,146,21,0,normal
481,0.016,111,15,0,normal
525,0.039,119,24,0,normal
1569,0.682,829,1,13,attack
490,0.018,144,23,0,normal
530,0.044,109,19,0,normal
529,0.027,138,21,0,normal
525,0.024,114,20,1,normal
508,0.023,119,21,0,normal
534,0.046,101,18,0,normal
1509,0.452,952,1,5,attack
1539,0.529,991,4,10,attack
488,0.036,113,18,0,normal
483,0.015,134,18,0,normal
1518,0.512,949,3,11,attack
491,0.05,135,22,0,normal
523,0.016,102,24,0,normal
482,0.028,124,18,0,normal
1608,0.478,913,3,5,attack
1487,0.684,955,3,9,attack
511,0.023,109,16,0,normal
514,0.032,115,21,0,normal
1679,0.683,860,4,9,attack
1491,0.447,883,2,5,attack
1731,0.666,875,4,5,attack
1696,0.642,935,4,6,attack
534,0.012,117,22,0,normal
520,0.021,136,21,0,normal
504,0.033,142,24,0,normal
1524,0.506,917,4,13,attack
528,0.013,106,19,0,normal
526,0.021,122,18,0,normal
495,0.025,139,21,0,normal
526,0.029,144,16,0,normal
510,0.02,112,22,0,normal
526,0.044,103,23,0,normal
531,0.033,146,17,0,normal
518,0.031,134,23,0,normal
497,0.03,147,23,0,normal
538,0.046,138,17,0,normal
528,0.045,101,21,0,normal
485,0.017,104,21,1,normal
530,0.026,138,19,0,normal
512,0.019,116,17,0,normal
496,0.025,112,24,0,normal
545,0.032,109,20,0,normal
517,0.015,136,17,0,normal
1455,0.472,870,1,8,attack
481,0.038,117,19,0,normal
492,0.017,130,23,0,normal
496,0.044,118,20,0,normal
526,0.02,142,19,0,normal
1649,0.624,996,4,11,attack
480,0.011,120,24,0,normal
1698,0.428,868,2,6,attack
1724,0.66,987,2,5,attack
529,0.048,142,20,0,normal
489,0.027,110,15,0,normal
488,0.021,128,17,0,normal
1703,0.527,872,1,11,attack
508,0.039,128,24,1,normal
526,0.046,140,24,0,normal
528,0.041,106,16,0,normal
543,0.03,124,21,0,normal
531,0.02,114,18,0,normal
492,0.022,132,22,0,normal
531,0.043,121,22,0,normal
528,0.045,144,23,0,normal
517,0.019,114,22,0,normal
513,0.038,131,19,0,normal
529,0.026,137,20,0,normal
538,0.012,138,19,0,normal
547,0.045,128,16,0,normal
494,0.037,147,20,0,normal
492,0.026,146,23,0,normal
484,0.047,130,17,0,normal
1745,0.405,998,4,8,attack
523,0.049,103,15,0,normal
1794,0.473,948,1,6,attack
525,0.02,125,20,0,normal
542,0.05,112,23,0,normal
495,0.019,113,17,0,normal
493,0.041,110,16,1,normal
527,0.038,139,23,0,normal
1566,0.646,885,1,12,attack
519,0.017,139,16,0,normal
512,0.043,110,20,0,normal
496,0.044,147,17,1,normal
1755,0.528,914,2,6,attack
523,0.02,122,23,0,normal
492,0.043,130,24,0,normal
548,0.028,139,21,0,normal
1688,0.475,998,2,7,attack
1603,0.693,850,3,12,attack
542,0.042,121,15,0,normal
548,0.045,128,24,0,normal
502,0.046,123,15,0,normal
515,0.012,136,21,0,normal
537,0.017,115,23,0,normal
530,0.023,143,17,0,normal
493,0.015,125,21,1,normal
541,0.016,125,24,0,normal
549,0.041,122,20,0,normal
511,0.039,126,22,0,normal
493,0.032,124,15,0,normal
524,0.017,116,23,0,normal
491,0.021,124,15,0,normal
496,0.042,143,24,0,normal
510,0.035,135,17,0,normal
483,0.031,131,17,0,normal
529,0.023,135,22,0,normal
521,0.047,111,17,0,normal
500,0.023,106,18,0,normal
519,0.046,145,24,0,normal
1768,0.62,910,1,5,attack
485,0.021,148,23,0,normal
546,0.022,126,20,0,normal
543,0.047,122,23,0,normal
1716,0.413,803,2,13,attack
532,0.036,126,16,0,normal
539,0.045,122,17,0,normal
505,0.032,134,19,0,normal
494,0.049,132,18,0,normal
505,0.025,141,20,0,normal
515,0.047,146,22,0,normal
1635,0.405,942,3,8,attack
505,0.026,143,15,0,normal
539,0.019,138,24,0,normal
518,0.021,148,20,0,normal
1554,0.452,853,1,7,attack
500,0.021,114,24,0,normal
538,0.037,118,17,0,normal
536,0.039,132,16,0,normal
485,0.046,122,21,0,normal
1429,0.673,825,3,8,attack
529,0.031,106,19,0,normal
494,0.016,103,16,0,normal
1657,0.607,809,1,8,attack
545,0.029,143,17,1,normal
501,0.044,141,24,0,normal
1456,0.572,827,1,8,attack
547,0.013,138,15,0,normal
1439,0.65,903,2,14,attack
497,0.041,125,17,0,normal
1781,0.441,959,3,8,attack
526,0.037,127,20,0,normal
1549,0.574,915,1,6,attack
529,0.018,106,16,1,normal
543,0.013,128,24,0,normal
496,0.022,143,23,0,normal
514,0.03,104,18,0,normal
1619,0.684,838,3,12,attack
488,0.028,120,24,0,normal
488,0.022,128,18,0,normal
529,0.031,117,18,1,normal
540,0.015,138,16,0,normal
523,0.047,129,24,0,normal
507,0.015,122,18,0,normal
546,0.01,126,21,0,normal
487,0.033,101,19,1,normal
535,0.044,143,17,0,normal
499,0.028,132,17,0,normal
517,0.012,133,22,0,normal
523,0.016,140,22,0,normal
505,0.037,128,17,0,normal
522,0.048,138,19,0,normal
546,0.032,100,17,0,normal
501,0.021,134,24,0,normal
1568,0.618,876,2,6,attack
494,0.012,137,24,0,normal
484,0.047,111,17,0,normal
517,0.012,134,20,0,normal
1491,0.502,957,2,14,attack
543,0.048,130,23,0,normal
520,0.037,121,23,0,normal
501,0.014,123,17,0,normal
505,0.044,123,21,0,normal
534,0.023,104,16,0,normal
519,0.03,117,22,0,normal
492,0.032,134,21,0,normal
512,0.013,109,23,0,normal
544,0.029,141,18,0,normal
500,0.035,127,24,1,normal
482,0.036,111,22,0,normal
491,0.019,130,15,0,normal
535,0.018,108,20,0,normal
535,0.017,134,18,0,normal
482,0.039,107,20,0,normal
527,0.024,143,16,0,normal
513,0.02,133,23,0,normal
510,0.026,113,16,0,normal
485,0.04,136,16,0,normal
524,0.012,116,23,0,normal
510,0.03,121,16,0,normal
536,0.014,144,24,0,normal
491,0.05,149,19,0,normal
1458,0.424,823,1,6,attack
498,0.024,143,23,0,normal
1570,0.64,951,4,9,attack
520,0.045,101,22,0,normal
1733,0.595,828,2,8,attack
487,0.033,115,16,0,normal
544,0.042,113,23,0,normal
511,0.048,132,15,0,normal
532,0.042,115,23,0,normal
542,0.047,105,21,0,normal
522,0.042,102,15,0,normal
1589,0.455,875,3,7,attack
1691,0.659,831,3,13,attack
519,0.01,103,16,0,normal
520,0.036,140,15,0,normal
505,0.013,123,18,0,normal
506,0.031,149,23,0,normal
500,0.046,135,17,0,normal
1684,0.667,905,4,10,attack
1506,0.676,952,1,7,attack
483,0.028,105,21,0,normal
1490,0.661,880,4,8,attack
515,0.029,112,18,0,normal
487,0.027,131,16,0,normal
1521,0.531,844,2,10,attack
542,0.05,142,24,0,normal
481,0.02,105,24,0,normal
523,0.046,131,24,0,normal
549,0.036,115,19,0,normal
484,0.032,107,18,0,normal
497,0.019,114,19,0,normal
481,0.039,113,20,0,normal
490,0.02,108,21,0,normal
536,0.042,145,15,0,normal
1674,0.405,817,2,6,attack
1749,0.451,823,2,9,attack
501,0.02,149,23,0,normal
512,0.026,132,23,1,normal
545,0.03,149,22,1,normal
537,0.012,104,23,0,normal
503,0.028,122,23,0,normal
540,0.037,133,20,0,normal
527,0.046,124,21,0,normal
497,0.044,114,23,0,normal
489,0.013,110,16,0,normal
511,0.034,114,24,0,normal
505,0.046,110,15,0,normal
545,0.044,136,22,0,normal
546,0.032,114,21,0,normal
540,0.024,129,19,0,normal
499,0.043,141,16,0,normal
516,0.043,142,15,0,normal
497,0.034,120,23,0,normal
1487,0.578,825,1,6,attack
1419,0.539,908,3,8,attack
1610,0.55,831,1,13,attack
1674,0.661,856,1,6,attack
1626,0.445,956,3,6,attack
510,0.039,113,20,0,normal
549,0.031,131,16,0,normal
496,0.049,146,17,1,normal
483,0.011,144,15,0,normal
534,0.042,103,23,0,normal
1507,0.48,881,4,14,attack
493,0.029,125,22,0,normal
522,0.021,102,22,0,normal
546,0.017,107,15,0,normal
521,0.04,122,23,0,normal
531,0.022,128,19,0,normal
506,0.034,115,18,1,normal
500,0.017,107,21,0,normal
1634,0.464,832,4,10,attack
518,0.016,128,18,0,normal
504,0.048,135,24,0,normal
549,0.015,127,22,0,normal
1634,0.607,950,1,11,attack
501,0.031,134,20,0,normal
501,0.035,128,20,0,normal
527,0.03,119,18,0,normal
1733,0.44,809,2,14,attack
535,0.035,122,21,0,normal
526,0.05,126,24,0,normal
1509,0.407,891,4,13,attack
498,0.015,116,21,1,normal
518,0.016,105,20,0,normal
540,0.019,109,18,0,normal
512,0.01,129,24,0,normal
510,0.036,125,21,0,normal
489,0.048,112,16,0,normal
516,0.039,139,24,0,normal
1799,0.542,989,1,6,attack
534,0.036,129,23,0,normal
481,0.016,130,18,0,normal
511,0.016,122,17,0,normal
1584,0.545,800,1,14,attack
529,0.041,144,17,0,normal
482,0.016,144,24,0,normal
488,0.015,104,19,0,normal
535,0.036,117,21,0,normal
508,0.028,148,15,0,normal
1775,0.59,820,2,13,attack
1723,0.531,867,2,13,attack
495,0.032,123,21,0,normal
481,0.041,131,17,0,normal
1563,0.501,999,4,5,attack
491,0.015,109,21,0,normal
540,0.031,110,15,0,normal
531,0.021,115,18,0,normal
532,0.024,136,18,0,normal
514,0.025,144,19,0,normal
482,0.022,140,23,0,normal
541,0.041,127,20,0,normal
549,0.013,131,15,1,normal
486,0.01,108,16,0,normal
489,0.047,144,20,0,normal
536,0.042,102,18,0,normal
494,0.015,141,21,0,normal
534,0.012,130,21,0,normal
494,0.03,120,16,0,normal
517,0.022,132,24,0,normal
1528,0.527,806,1,9,attack
524,0.041,146,18,0,normal
491,0.022,116,23,0,normal
522,0.044,140,18,0,normal
537,0.017,142,21,0,normal
480,0.029,140,22,0,normal
548,0.011,140,21,0,normal
492,0.041,103,24,0,normal
549,0.049,132,19,0,normal
515,0.048,114,21,0,normal
527,0.039,119,24,0,normal
548,0.013,146,17,0,normal
1450,0.469,975,2,5,attack
1615,0.542,937,3,8,attack
517,0.011,135,16,0,normal
501,0.037,120,18,0,normal
489,0.026,133,22,0,normal
504,0.042,108,24,0,normal
511,0.035,132,23,0,normal
1646,0.44,835,3,12,attack
498,0.038,104,22,0,normal
518,0.029,127,21,0,normal
510,0.024,118,23,0,normal
482,0.024,140,20,0,normal
1702,0.454,954,2,11,attack
539,0.047,125,24,0,normal
547,0.043,141,15,1,normal
1659,0.495,914,3,12,attack
527,0.032,132,22,0,normal
1546,0.6,948,3,6,attack
512,0.025,124,19,0,normal
522,0.043,108,24,0,normal
1509,0.433,990,4,10,attack
526,0.018,128,23,0,normal
546,0.027,111,19,0,normal
523,0.047,132,24,0,normal
511,0.046,120,18,0,normal
1548,0.482,975,4,5,attack
1656,0.456,826,4,11,attack
1658,0.608,891,1,9,attack
492,0.039,139,15,1,normal
534,0.026,139,16,0,normal
508,0.025,133,19,0,normal
1444,0.696,954,1,5,attack
549,0.039,135,20,1,normal
482,0.04,113,18,0,normal
539,0.018,130,17,0,normal
1731,0.656,943,3,5,attack
516,0.037,114,22,0,normal
537,0.04,143,18,0,normal
541,0.011,114,21,0,normal
1429,0.544,897,4,14,attack
533,0.046,127,18,1,normal
548,0.046,135,24,0,normal
548,0.028,101,21,0,normal
492,0.012,122,17,0,normal
484,0.024,135,20,0,normal
504,0.012,112,17,0,normal
480,0.022,110,16,0,normal
495,0.031,114,23,0,normal
548,0.022,111,21,0,normal
1780,0.639,972,4,5,attack
1667,0.423,974,3,14,attack
505,0.013,140,21,0,normal
494,0.019,130,16,0,normal
534,0.043,145,17,1,normal
493,0.038,132,22,0,normal
504,0.01,100,23,0,normal
483,0.027,138,19,0,normal
480,0.027,134,20,0,normal
506,0.037,149,16,0,normal
495,0.017,115,24,0,normal
541,0.05,100,19,1,normal
499,0.046,103,20,0,normal
535,0.032,147,19,0,normal
516,0.041,125,15,0,normal
499,0.042,130,19,0,normal
494,0.012,110,18,0,normal
513,0.048,107,21,0,normal
518,0.012,140,24,0,normal
535,0.018,123,16,0,normal
509,0.044,125,24,1,normal
496,0.016,130,24,0,normal
1720,0.491,805,2,9,attack
502,0.049,101,24,0,normal
487,0.011,122,15,0,normal
487,0.023,132,16,1,normal
516,0.014,116,21,1,normal
490,0.011,135,20,0,normal
543,0.038,124,23,1,normal
490,0.025,103,21,0,normal
1439,0.427,902,3,9,attack
1710,0.663,935,2,10,attack
492,0.047,131,17,0,normal
530,0.037,112,23,0,normal
1524,0.684,926,4,9,attack
1446,0.635,962,2,14,attack
1722,0.419,981,1,6,attack
1562,0.554,967,2,9,attack
533,0.049,115,22,0,normal
497,0.029,120,20,0,normal
531,0.033,100,24,0,normal
1480,0.676,971,4,7,attack
497,0.033,132,22,0,normal
513,0.014,125,20,0,normal
543,0.015,113,21,0,normal
539,0.038,134,16,0,normal
505,0.019,123,24,0,normal
1709,0.577,965,3,8,attack
528,0.012,145,18,0,normal
1654,0.659,860,3,13,attack
1437,0.659,877,3,8,attack
538,0.016,104,15,0,normal
510,0.044,104,17,0,normal
544,0.024,114,24,0,normal
1561,0.583,846,3,11,attack
511,0.038,143,18,0,normal
494,0.037,109,24,0,normal
545,0.041,127,18,0,normal
485,0.017,103,16,0,normal
504,0.017,117,23,0,normal
1716,0.557,894,2,9,attack
492,0.03,137,22,0,normal
496,0.048,106,20,1,normal
522,0.049,139,24,0,normal
545,0.045,144,23,0,normal
528,0.041,149,15,0,normal
543,0.04,124,19,0,normal
549,0.025,102,23,0,normal
1580,0.543,948,2,5,attack
528,0.021,142,18,0,normal
489,0.05,145,19,0,normal
1791,0.485,901,4,13,attack
1408,0.683,811,1,6,attack
1426,0.411,856,1,14,attack
488,0.037,109,16,0,normal
1541,0.558,977,1,5,attack
1597,0.515,950,4,7,attack
1672,0.628,883,3,10,attack
1488,0.586,962,4,7,attack
520,0.034,139,20,1,normal
1636,0.553,959,2,13,attack
538,0.032,123,22,0,normal
487,0.024,100,19,0,normal
506,0.044,130,18,0,normal
497,0.04,137,17,0,normal
505,0.026,137,18,0,normal
543,0.014,125,20,0,normal
495,0.026,123,20,0,normal
1760,0.443,949,1,7,attack
545,0.033,124,21,0,normal
520,0.047,107,24,0,normal
1412,0.423,831,2,10,attack
548,0.035,116,22,1,normal
491,0.015,129,21,0,normal
488,0.038,146,22,0,normal
501,0.018,109,21,0,normal
1517,0.561,828,4,8,attack
525,0.042,104,24,1,normal
514,0.05,140,23,0,normal
1447,0.586,948,1,7,attack
523,0.032,102,24,0,normal
1546,0.536,924,2,5,attack
1434,0.512,824,4,6,attack
1622,0.514,899,3,6,attack
530,0.022,126,23,0,normal
506,0.018,144,17,0,normal
509,0.043,111,24,1,normal
507,0.021,142,19,0,normal
1712,0.693,973,2,6,attack
1428,0.554,983,4,14,attack
501,0.03,104,24,0,normal
1669,0.653,942,1,8,attack
518,0.039,106,21,0,normal
513,0.038,119,22,0,normal
527,0.023,113,15,0,normal
514,0.029,142,23,0,normal
1743,0.408,829,1,13,attack
480,0.036,137,22,1,normal
517,0.019,118,15,0,normal
542,0.036,119,24,0,normal
519,0.018,126,17,0,normal
527,0.011,140,18,0,normal
510,0.031,134,24,0,normal
485,0.017,134,17,0,normal
1699,0.414,895,4,5,attack
516,0.019,139,16,0,normal
541,0.049,144,19,0,normal
516,0.014,113,23,0,normal
537,0.025,144,15,0,normal
540,0.04,119,22,0,normal
504,0.023,142,15,0,normal
504,0.021,138,16,0,normal
516,0.02,118,17,0,normal
548,0.034,114,19,0,normal
538,0.027,122,17,0,normal
530,0.011,106,23,0,normal
491,0.035,117,24,0,normal
1673,0.611,896,2,9,attack
485,0.018,112,20,0,normal
543,0.015,136,20,0,normal
1402,0.436,831,1,13,attack
1767,0.521,881,3,9,attack
523,0.029,110,17,0,normal
524,0.027,125,19,1,normal
493,0.021,108,17,0,normal
500,0.04,121,18,0,normal
511,0.039,109,19,0,normal
528,0.037,139,22,0,normal
522,0.02,127,16,0,normal
518,0.031,123,23,0,normal
540,0.014,118,20,0,normal
1586,0.617,870,2,5,attack
511,0.013,139,15,0,normal
1592,0.533,889,3,13,attack
486,0.04,114,23,0,normal
1537,0.621,905,4,12,attack
483,0.018,103,18,0,normal
1626,0.486,874,2,12,attack
537,0.02,120,18,0,normal
533,0.033,139,15,0,normal
485,0.024,145,24,0,normal
480,0.021,142,23,0,normal
1466,0.64,861,3,8,attack
514,0.018,104,19,0,normal
529,0.03,119,22,0,normal
499,0.034,131,22,0,normal
502,0.022,138,24,0,normal
496,0.038,138,24,0,normal
530,0.036,127,17,0,normal
503,0.013,149,15,0,normal
509,0.046,103,20,0,normal
1568,0.604,957,4,11,attack
1752,0.454,875,3,5,attack
1661,0.553,817,4,8,attack
537,0.045,110,16,0,normal
484,0.02,116,17,1,normal
1706,0.675,949,1,6,attack
547,0.031,136,21,0,normal
485,0.042,128,17,0,normal
492,0.036,101,17,1,normal
1473,0.541,827,2,12,attack
497,0.036,107,19,0,normal
529,0.036,116,20,0,normal
1659,0.576,987,4,12,attack
489,0.031,119,19,0,normal
1587,0.493,866,4,6,attack
1587,0.691,927,1,12,attack
508,0.034,114,17,0,normal
529,0.04,119,18,0,normal
1400,0.456,897,1,5,attack
547,0.039,147,21,0,normal
509,0.021,138,19,0,normal
494,0.028,123,21,0,normal
534,0.024,141,23,0,normal
1558,0.551,882,4,5,attack
530,0.036,133,22,0,normal
1427,0.53,854,4,13,attack
497,0.034,130,19,0,normal
526,0.049,148,23,0,normal
498,0.033,135,22,0,normal
498,0.02,100,16,0,normal
489,0.038,124,19,0,normal
541,0.016,141,23,0,normal
501,0.047,147,15,0,normal
537,0.018,132,19,0,normal
514,0.044,149,23,0,normal
535,0.02,104,21,0,normal
527,0.037,146,19,0,normal
501,0.042,145,17,1,normal
483,0.019,148,22,0,normal
1714,0.401,844,1,11,attack
1467,0.603,966,3,13,attack
1644,0.438,849,3,12,attack
514,0.041,137,17,0,normal
497,0.029,104,23,0,normal
1569,0.605,837,3,11,attack
547,0.028,146,24,0,normal
504,0.011,133,22,0,normal
521,0.016,148,17,0,normal
498,0.014,117,16,0,normal
496,0.033,119,23,0,normal
541,0.045,111,15,0,normal
486,0.039,135,15,0,normal
1481,0.589,903,4,11,attack
538,0.016,104,24,0,normal
494,0.038,114,19,0,normal
502,0.045,145,17,0,normal
511,0.029,116,16,1,normal
1716,0.616,859,4,12,attack
1626,0.633,878,3,10,attack
540,0.016,137,18,0,normal
495,0.014,117,24,0,normal
541,0.019,146,21,0,normal
1585,0.459,809,3,6,attack
542,0.011,132,21,0,normal
491,0.032,138,20,0,normal
492,0.024,109,20,0,normal
529,0.044,105,21,0,normal
542,0.044,127,22,0,normal
538,0.048,134,20,0,normal
488,0.011,143,23,0,normal
535,0.032,110,15,0,normal
534,0.016,142,16,0,normal
528,0.014,140,17,0,normal
1508,0.506,813,3,11,attack
494,0.041,103,16,0,normal
539,0.043,132,20,0,normal
501,0.043,103,17,0,normal
488,0.038,119,20,0,normal
485,0.039,117,24,1,normal
521,0.028,122,23,0,normal
1657,0.689,948,1,8,attack
532,0.045,118,23,0,normal
513,0.034,125,24,0,normal
521,0.023,122,23,0,normal
512,0.034,146,19,0,normal
489,0.027,107,20,0,normal
542,0.021,137,21,0,normal
1680,0.65,959,2,5,attack
1496,0.565,827,1,6,attack
523,0.014,120,16,0,normal
492,0.019,140,20,0,normal
486,0.023,123,20,0,normal
1573,0.676,938,4,5,attack
1797,0.523,891,3,10,attack
544,0.045,137,16,0,normal
1431,0.681,845,1,12,attack
513,0.046,141,17,0,normal
485,0.048,122,20,0,normal
1461,0.65,971,2,6,attack
510,0.045,131,22,0,normal
1643,0.438,996,2,8,attack
1406,0.524,917,2,13,attack
507,0.012,103,20,1,normal
523,0.015,126,19,0,normal
517,0.049,120,15,0,normal
1408,0.445,937,4,7,attack
498,0.041,125,22,0,normal
504,0.039,134,20,0,normal
517,0.019,101,16,0,normal
1624,0.554,979,2,5,attack
518,0.037,148,15,0,normal
512,0.046,116,16,0,normal
